rq,system,duration_h,renewable_utilization_pct,peak_reduction_pct,baseline_peak_mw,optimized_peak_mw,baseline_curtailment_mwh,curtailed_renewable_mwh,curtailment_avoided_mwh,energy_from_storage_mwh,energy_into_storage_mwh,equivalent_battery_cycles,baseline_ramp_volatility_mw,optimized_ramp_volatility_mw,volatility_reduction_pct,flex_pct,penetration,scenario,lp_peak_reduction_pct,heuristic_peak_reduction_pct
3,Germany,,96.36640744620514,5.473242147590686,69574.20293463247,65766.23833576389,1911195.610641102,1502386.7274228812,408808.8832182209,55569.23798577613,72639.52677879234,2.790710035098595,3556.33927029904,3910.5345940144084,-9.95954819815561,,50.0,storage+flex,,
3,Germany,,81.57630769582447,0.0,69007.30440194871,69007.30440194871,11426505.74250887,11426505.74250887,0.0,0.0,0.0,0.0,4681.173159779079,4681.173159779079,0.0,,75.0,none,,
3,Germany,,82.92161074779943,7.5841468813532025,69007.30440194871,63773.68907724241,11426505.74250887,10592139.167393913,834366.5751149561,120654.78668087174,144956.80310667638,5.781546452145922,4681.173159779079,4492.396055897996,4.0326879061656316,,75.0,storage+flex,,
3,Germany,,70.0682251789391,0.0,68440.40586926494,68440.40586926494,24751867.77472183,24751867.77472183,0.0,0.0,0.0,0.0,5961.881668396359,5961.881668396359,0.0,,100.0,none,,
3,Germany,,71.14325656097499,9.0031909581484,68440.40586926494,62278.585436323214,24751867.77472183,23862878.238321006,888989.5364008248,129866.7342059052,155192.3003567136,6.20485744332875,5961.881668396359,5487.156441365353,7.962674427899174,,100.0,storage+flex,,
3,Germany,,61.026395065841065,0.0,67873.50733658118,67873.50733658118,40286180.898124434,40286180.898124434,0.0,0.0,0.0,0.0,7317.0691970108255,7317.0691970108255,0.0,,125.0,none,,
3,Germany,,62.0633689870158,10.21906953829627,67873.50733658118,60937.46642377533,40286180.898124434,39214283.1600102,1071897.7381142303,187215.20204143086,218912.82017396428,8.840156515137632,7317.0691970108255,6608.518419235225,9.68353255515279,,125.0,storage+flex,,
4,Morocco (Tétouan),2.0,,,,,,,,,,,,,,,,,4.911526801010858,0.0
4,Morocco (Tétouan),4.0,,,,,,,,,,,,,,,,,6.66145051393237,0.6026900189731228
4,Morocco (Tétouan),8.0,,,,,,,,,,,,,,,,,6.66145051393237,0.6026900189731228
4,Morocco (Tétouan),12.0,,,,,,,,,,,,,,,,,6.66145051393237,0.6026900189731228
4,Germany,2.0,,,,,,,,,,,,,,,,,5.513998285068951,0.0
4,Germany,4.0,,,,,,,,,,,,,,,,,7.23131331046179,0.0
4,Germany,8.0,,,,,,,,,,,,,,,,,8.321812894951497,0.0
4,Germany,12.0,,,,,,,,,,,,,,,,,8.321812894951497,0.0
